Common Name,Scientific Name,stateProvince,locality,decimalLatitude,decimalLongitude,Matched_Suburb,Matched_Postcode
Bermuda Grass,Cynodon dactylon,Victoria,T2487300 Centre about 1 km NNW of BLAIRGOWRIE,-38.34806,144.76167,BLAIRGOWRIE,3942
Bermuda Grass,Cynodon dactylon,Victoria,T0238500 Centre about 2 km SSW of MOUNT ELIZA,-38.20472,145.07944,KUNYUNG,3930
Bermuda Grass,Cynodon dactylon,Victoria,E0282300 Centre about 1 km SW of AVONDALE HEIGHTS,-37.76528,144.85417,AVONDALE HEIGHTS,3034
Bermuda Grass,Cynodon dactylon,Victoria,500795 VICTORIA VALLEY,-37.52685,142.29564,MOUTAJUP,3294
Bermuda Grass,Cynodon dactylon,Victoria,TR3SOT4 Hattah-Kulkyne National Park- South-west corner,-34.75459,142.51502,ROBINVALE IRRIGATION DISTRICT SECTION C,3549
Bermuda Grass,Cynodon dactylon,Victoria,KRDS1100 Centre about 8 km ENE of BANNERTON,-34.66583,142.8675,ROBINVALE IRRIGATION DISTRICT SECTION B,3549
Bermuda Grass,Cynodon dactylon,Victoria,WERNETH (582509) 2088 m from Wilgul 138 deg,-37.93466,143.55014,DUVERNEY,3323
Bermuda Grass,Cynodon dactylon,Victoria,S2313100 Centre about 4 km ENE of AREEGRA,-36.24972,142.66806,BOOLITE,3392
Bermuda Grass,Cynodon dactylon,Victoria,Tinklers Lane Tinklers Lane,-37.92644,144.64551,WERRIBEE SOUTH,3030
Bermuda Grass,Cynodon dactylon,Victoria,T0233600 Centre about 3 km NNE of BAXTER,-38.17694,145.17472,LANGWARRIN SOUTH,3911
Bermuda Grass,Cynodon dactylon,Victoria,500310 GLENTHOMPSON,-37.75773,142.47296,NAREEB,3293
Bermuda Grass,Cynodon dactylon,Victoria,1055757A Centre about 2 km SW of ELWOOD,-37.89849,144.96799,ELWOOD,3184
Bermuda Grass,Cynodon dactylon,Victoria,U0211800 Centre about 2 km NW of BLACK ROCK,-37.96528,145.01139,SANDRINGHAM,3191
Bermuda Grass,Cynodon dactylon,Victoria,"BRC2_NC349 Drainage line running north east from Lake Walker, approx 50 m from Road running around lake edge",-36.32282,142.55302,BOOLITE,3392
Bermuda Grass,Cynodon dactylon,Victoria,"Frog Court, Craigieburn (Site 38) Frog Court, Craigieburn (Site 38), part of Hume Conservation Reserves Monitoring Progr",-37.6167,144.95485,SOMERTON,3062
Bermuda Grass,Cynodon dactylon,Victoria,"Hattah Lakes North Northern half of Hattah-Kulkyne NP, 45 km south of Mildura.",-34.60274,142.39257,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,U3202300 Centre about 1 km WSW of DRUMANURE,-36.13806,145.49639,NARING,3636
Bermuda Grass,Cynodon dactylon,Victoria,INVERLEIGH (582975) 2292 m from Inverleigh 63 deg,-38.11028,144.03247,TEESDALE,3328
Bermuda Grass,Cynodon dactylon,Victoria,"Jamieson Park off Lake Road, Blackburn",-37.82823,145.15994,BLACKBURN NORTH,3130
Bermuda Grass,Cynodon dactylon,Victoria,"Taylors rd, Skye Skye",-38.1073,145.22028,SANDHURST,3977
Bermuda Grass,Cynodon dactylon,Victoria,Lang Lang Sand Quarry Lang Lang,-38.29972,145.61583,GRANTVILLE,3984
Bermuda Grass,Cynodon dactylon,Victoria,501045 CAVENDISH,-37.4872,141.9976,CAVENDISH,3314
Bermuda Grass,Cynodon dactylon,Victoria,F0058600 Centre about 3 km SSE of DELVINE,-37.91528,147.38361,THE FINGERBOARD,3864
Bermuda Grass,Cynodon dactylon,Victoria,S1355600 Centre about 3 km SE of LEITCHVILLE,-35.92167,144.3275,GUNBOWER,3566
Bermuda Grass,Cynodon dactylon,Victoria,T1540600 Centre about 1 km ESE of BLACK ROCK,-37.98056,145.03361,BLACK ROCK NORTH,3193
Bermuda Grass,Cynodon dactylon,Victoria,"D2142367 2312 Creswick-Newstead Rd, Campbelltown/Smeaton",-37.2331,143.93442,ULLINA,3370
Bermuda Grass,Cynodon dactylon,Victoria,F5580400 Centre about 1 km NE of CALROSSIE,-38.48528,146.675,CARRAJUNG LOWER,3844
Bermuda Grass,Cynodon dactylon,Victoria,Veneto Bulleen,-37.77273,145.07736,BULLEEN SOUTH,3105
Bermuda Grass,Cynodon dactylon,Victoria,"NE42 Located in the Murray River Reserve (Natural Feature), approximately 5 km west of Yarrawonga.",-35.9779,145.92085,BURRAMINE,3730
Bermuda Grass,Cynodon dactylon,Victoria,T2531700 T2531700,-37.7106,144.6008,COBBLEBANK,3338
Bermuda Grass,Cynodon dactylon,Victoria,T0076900 Centre about 3 km ESE of MANOR,-37.94167,144.61,WERRIBEE SOUTH,3030
Bermuda Grass,Cynodon dactylon,Victoria,T0906800 Centre about 3 km SSE of WOLLERT,-37.61806,145.0475,SOUTH MORANG,3752
Bermuda Grass,Cynodon dactylon,Victoria,100796 GLENORMISTON NORTH,-38.13496,142.99594,TAROON,3265
Bermuda Grass,Cynodon dactylon,Victoria,BRC2_NC376 Northen side of Lake Albacutya 220 metres south of Wembulin Track.,-35.69834,141.96027,YAAPEET,3424
Bermuda Grass,Cynodon dactylon,Victoria,T2411500 Centre about 1 km SE of YARRA GLEN,-37.66417,145.38278,YARRA GLEN,3775
Bermuda Grass,Cynodon dactylon,Victoria,T2509800 Centre about 4 km W of EXFORD,-37.75028,144.52444,WEIR VIEWS,3338
Bermuda Grass,Cynodon dactylon,Victoria,S0331200 Centre about 2 km NNE of LAKE BENETOOK,-34.23222,142.12528,NICHOLS POINT,3501
Bermuda Grass,Cynodon dactylon,Victoria,U4064300 Centre about 2 km N of PUCKAPUNYAL,-36.98611,145.03611,HILLDENE,3660
Bermuda Grass,Cynodon dactylon,Victoria,T0025200 Centre about 1 km SW of SAINT ALBANS EAST,-37.74417,144.80139,ST ALBANS,3021
Bermuda Grass,Cynodon dactylon,Victoria,T6000500 Centre about 467 m NNE of WONGA PARK,-37.73306,145.27528,WONGA PARK,3115
Bermuda Grass,Cynodon dactylon,Victoria,N0195800 Centre about 2 km SE of LOWER PLENTY,-37.74167,145.13889,TEMPLESTOWE,3106
Bermuda Grass,Cynodon dactylon,Victoria,S1340400 Centre about 2 km WSW of STANHOPE SOUTH,-36.48389,144.99139,STANHOPE SOUTH,3623
Bermuda Grass,Cynodon dactylon,Victoria,T2509600 Centre about 6 km SW of EXFORD,-37.79222,144.51861,WEIR VIEWS,3338
Bermuda Grass,Cynodon dactylon,Victoria,T2515400 Centre about 3 km SSE of WOLLERT,-37.615,145.05583,SOUTH MORANG,3752
Bermuda Grass,Cynodon dactylon,Victoria,U7512800 Centre about 3 km WNW of SAINT GERMAINS,-36.23667,145.1375,TARIPTA,3620
Bermuda Grass,Cynodon dactylon,Victoria,E2252400 Centre about 1 km ESE of YARRA GLEN,-37.6625,145.38583,YARRA GLEN,3775
Bermuda Grass,Cynodon dactylon,Victoria,PITFIELD (580716) 2579 m from Pitfield Plains 289 deg,-37.84677,143.63506,STAFFORDSHIRE REEF,3351
Bermuda Grass,Cynodon dactylon,Victoria,Digester Upgrade Surbiton Park,-37.75893,144.58646,STRATHTULLOH,3338
Bermuda Grass,Cynodon dactylon,Victoria,9640 BAYINDEEN,-37.32276,143.16132,BAYINDEEN,3375
Bermuda Grass,Cynodon dactylon,Victoria,T4060000 Centre about 1 km NW of GLEN IRIS,-37.85028,145.04861,TOORONGA,3146
Bermuda Grass,Cynodon dactylon,Victoria,"635 Cottles Bridge-Strathewen Road, Arthurs Creek 635 Cottles Bridge-Strathewen Road, Arthurs Creek",-37.57383,145.22037,ARTHURS CREEK,3099
Bermuda Grass,Cynodon dactylon,Victoria,T2490200 Centre about 1 km SW of ALTONA NORTH,-37.84944,144.83694,ALTONA NORTH,3025
Bermuda Grass,Cynodon dactylon,Victoria,T0021700 Centre about 1 km SW of BRIGHTON,-37.91861,144.98889,DENDY,3186
Bermuda Grass,Cynodon dactylon,Victoria,101414 BOORCAN,-38.23406,143.0066,TAROON,3265
Bermuda Grass,Cynodon dactylon,Victoria,M3114900 Centre about 4 km W of KULKYNE,-34.60944,142.39306,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,S0206200 Centre about 6 km NW of ROSLYNMEAD,-36.09833,144.45972,TORRUMBARRY,3562
Bermuda Grass,Cynodon dactylon,Victoria,60445 WYNDHAM VALE,-37.88592,144.60627,MANOR LAKES,3024
Bermuda Grass,Cynodon dactylon,Victoria,M2804200 Centre about 3 km SSW of PYRAMID CREEK,-35.7425,143.94722,MACORNA,3579
Bermuda Grass,Cynodon dactylon,Victoria,CW102_2 VIC,-37.10526,143.05615,SHAYS FLAT,3377
Bermuda Grass,Cynodon dactylon,Victoria,"179 Pound Rd, Hampton Park In Hampton Park",-38.02861,145.27667,HAMPTON PARK,3976
Bermuda Grass,Cynodon dactylon,Victoria,E0470400 Centre about 4 km E of TYABB,-38.26306,145.23389,SOMERVILLE,3912
Bermuda Grass,Cynodon dactylon,Victoria,2-12 Browns Lane Plenty 2-12 Browns Lane Plenty,-37.6582,145.1246,PLENTY,3090
Bermuda Grass,Cynodon dactylon,Victoria,E1385600 Centre about 1 km SE of EAST BRUNSWICK,-37.775,144.98861,SUMNER,3057
Bermuda Grass,Cynodon dactylon,Victoria,F5562400 Centre about 8 km N of LICOLA,-37.56,146.61722,CROOKAYAN,3858
Bermuda Grass,Cynodon dactylon,Victoria,MEREDITH (582241) 3068 m from Cargerie 66 deg,-37.81526,143.93333,BAMGANIE,3333
Bermuda Grass,Cynodon dactylon,Victoria,T3273300 Centre about 5 km E of ANGLESEA,-38.39861,144.25139,ANGLESEA,3230
Bermuda Grass,Cynodon dactylon,Victoria,Site 15 Hattah-Kulkyne National Park lake system,-34.6901,142.35402,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,T2477100 Centre about 3 km SSE of BANGHOLME,-38.06806,145.18139,CARRUM DOWNS,3201
Bermuda Grass,Cynodon dactylon,Victoria,U0210600 Centre about 1 km S of SANDRINGHAM,-37.95722,145.0075,SANDRINGHAM,3191
Bermuda Grass,Cynodon dactylon,Victoria,Site 19 Hattah-Kulkyne National Park lake system,-34.7743,142.45718,TORRITA,3490
Bermuda Grass,Cynodon dactylon,Victoria,T0609400 Centre about 421 m SSE of ABBOTSFORD,-37.80611,145.00444,ABBOTSFORD,3067
Bermuda Grass,Cynodon dactylon,Victoria,T2431400 Centre about 1 km ESE of ROWVILLE,-37.94083,145.24194,ROWVILLE,3178
Bermuda Grass,Cynodon dactylon,Victoria,S2362900 Centre about 5 km ENE of LAKE COOPER,-36.515,144.82639,BURRAMBOOT,3559
Bermuda Grass,Cynodon dactylon,Victoria,S1352500 Centre about 1 km W of GUNBOWER,-35.95583,144.35944,GUNBOWER,3566
Bermuda Grass,Cynodon dactylon,Victoria,Withheld,-37.53133,144.95418,ROXBURGH PARK,3064
Bermuda Grass,Cynodon dactylon,Victoria,"Aitken Creek Remnant Nature Reserve (Site 319) Aitken Creek Remnant Nature Reserve (Site 319), part of Hume Conservation",-37.60423,144.93654,SOMERTON,3062
Bermuda Grass,Cynodon dactylon,Victoria,U7005600 Centre about 7 km NNE of TAMINICK,-36.36139,146.22667,APPIN PARK,3677
Bermuda Grass,Cynodon dactylon,Victoria,SHELFORD (581598) 2197 m from Warrambine 236 deg,-37.93046,143.87837,BARUNAH PARK,3329
Bermuda Grass,Cynodon dactylon,Victoria,501021 BALMORAL,-37.2309,141.8387,PIGEON PONDS,3407
Bermuda Grass,Cynodon dactylon,Victoria,Withheld,-38.2246,144.4458,LEOPOLD,3224
Bermuda Grass,Cynodon dactylon,Victoria,T0758700 Centre about 1 km ENE of OAK PARK,-37.71444,144.92722,GLENROY,3046
Bermuda Grass,Cynodon dactylon,Victoria,T2482100 Centre about 2 km NNW of LANGWARRIN,-38.13833,145.17306,PINES FOREST,3200
Bermuda Grass,Cynodon dactylon,Victoria,T4016400 Centre about 1 km SE of BLACK ROCK,-37.98083,145.03278,BLACK ROCK NORTH,3193
Bermuda Grass,Cynodon dactylon,Victoria,T0247300 Centre about 2 km W of TABILK,-36.84694,145.14222,TABILK,3607
Bermuda Grass,Cynodon dactylon,Victoria,F0027300 Centre about 5 km ENE of FERNBANK,-37.84694,147.37,THE FINGERBOARD,3864
Bermuda Grass,Cynodon dactylon,Victoria,"Somerton Red Gum Accessible from Baldwin Drive/Hume Highway, Somerton",-37.62577,144.94561,SOMERTON,3062
Bermuda Grass,Cynodon dactylon,Victoria,650204 KAWARREN,-38.49413,143.56882,IRREWILLIPE,3249
Bermuda Grass,Cynodon dactylon,Victoria,11048.1 Dandenong,-38.0069,145.19917,DANDENONG SOUTH,8785
Bermuda Grass,Cynodon dactylon,Victoria,U0038700 Centre about 2 km WNW of KOONOOMOO,-35.88167,145.55,KOONOOMOO,3644
Bermuda Grass,Cynodon dactylon,Victoria,Site 13 Hattah-Kulkyne National Park lake system,-34.67045,142.35059,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,101435 TERANG,-38.23661,142.87015,TERANG,3264
Bermuda Grass,Cynodon dactylon,Victoria,"Jamieson Park off Lake Road, Blackburn",-37.82823,145.15994,BLACKBURN NORTH,3130
Bermuda Grass,Cynodon dactylon,Victoria,StoneyCrk1 Stoney Creek Reserve Hyde St Yarraville,-37.82535,144.89178,YARRAVILLE WEST,3013
Bermuda Grass,Cynodon dactylon,Victoria,T2527700 Centre about 4 km NNW of WYNDHAM VALE,-37.85306,144.60861,MANOR LAKES,3024
Bermuda Grass,Cynodon dactylon,Victoria,BRC2_NC162 Bridgewater BR on Marong to Serpentine Road,-36.55963,144.03658,YARRABERB,3516
Bermuda Grass,Cynodon dactylon,Victoria,WERNETH (582544) 4993 m from Rokewood 14 deg,-37.94246,143.70454,ROKEWOOD,3330
Bermuda Grass,Cynodon dactylon,Victoria,D1905300 Centre about 1 km W of AIREYS INLET,-38.45972,144.10167,EASTERN VIEW,3231
Bermuda Grass,Cynodon dactylon,Victoria,Point Impossible - Biodiversity Assessment Point Impossible,-38.30549,144.37742,BREAMLEA,3227
Bermuda Grass,Cynodon dactylon,Victoria,U0029300 Centre about 1 km W of BADGER CREEK,-37.68528,145.52306,BADGER CREEK,3777
Bermuda Grass,Cynodon dactylon,Victoria,"Greenvale Nature Reserve, Greenvale (Site 223) Greenvale Nature Reserve, Greenvale (Site 223), part of Hume Conservation",-37.63413,144.86902,GREENVALE,3059
Bermuda Grass,Cynodon dactylon,Victoria,"Esplanade Reserve 604 Whitehorse Road, Mitcham",-37.81643,145.19701,MITCHAM NORTH,3132
Bermuda Grass,Cynodon dactylon,Victoria,D2126300 Centre about 2 km SSE of HALLS GAP,-37.15722,142.52806,MOUNT DRYDEN,3381
Bermuda Grass,Cynodon dactylon,Victoria,T2436100 Centre about 3 km NW of TORQUAY,-38.31556,144.29611,TORQUAY,3228
Bermuda Grass,Cynodon dactylon,Victoria,Site 20 Hattah-Kulkyne National Park lake system,-34.7762,142.45623,TORRITA,3490
Bermuda Grass,Cynodon dactylon,Victoria,"28 Erskine Falls Road, Lorne 28 Erskine Falls Road, Lorne",-38.54077,143.96651,LORNE,3232
Bermuda Grass,Cynodon dactylon,Victoria,501448 MORGIANA,-37.7159,141.8286,CAVENDISH,3314
Bermuda Grass,Cynodon dactylon,Victoria,E2359100 Centre about 3 km SSE of ELTHAM,-37.74167,145.16194,TEMPLESTOWE,3106
Bermuda Grass,Cynodon dactylon,Victoria,Yarraman train station,-37.97718,145.19031,NOBLE PARK EAST,3174
Bermuda Grass,Cynodon dactylon,Victoria,1055756A Centre about 300 m NNE of PRINCES HILL,-37.78183,144.96799,PRINCES HILL,3054
Bermuda Grass,Cynodon dactylon,Victoria,"NC04 Nangiloc Quadrat - River Red Gum 2.5km south of Nangiloc, River Murray Reserve",-34.4824,142.36624,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,S2324600 Centre about 9 km ESE of BANNERTON,-34.72333,142.88472,ANNUELLO,3549
Bermuda Grass,Cynodon dactylon,Victoria,E0255100 Centre about 1 km N of ALTONA,-37.85583,144.83556,ALTONA NORTH,3025
Bermuda Grass,Cynodon dactylon,Victoria,"BRC2_NC043 Undulating plain associated with Avoca River, access via the Wimmera Highway.",-36.62196,143.47081,BEALIBA,3475
Bermuda Grass,Cynodon dactylon,Victoria,"10 Barreenong Road, Cottles Bridge 10 Barreenong Road, Cottles Bridge",-37.60391,145.21435,ARTHURS CREEK,3099
Bermuda Grass,Cynodon dactylon,Victoria,T0241000 Centre about 2 km WSW of ROTHWELL,-37.99472,144.46556,LITTLE RIVER,3211
Bermuda Grass,Cynodon dactylon,Victoria,U7501800 Centre about 1 km S of COOMBOONA,-36.29139,145.30639,ARDMONA,3629
Bermuda Grass,Cynodon dactylon,Victoria,"168 Broad Gully, Diamond Creek Nillumbic",-37.66337,145.16434,DIAMOND CREEK,3089
Bermuda Grass,Cynodon dactylon,Victoria,F3302600 Centre about 11 km SSE of PORT WELSHPOOL,-38.77333,146.52361,SNAKE ISLAND,3971
Bermuda Grass,Cynodon dactylon,Victoria,651667 BREWSTER,-37.51059,143.54458,POOTILLA,3352
Bermuda Grass,Cynodon dactylon,Victoria,U7511900 Centre about 6 km NNW of CARAG CARAG,-36.41806,144.87778,GIRGARRE,3624
Bermuda Grass,Cynodon dactylon,Victoria,500672 BRANXHOLME,-37.85438,141.81787,BRANXHOLME,3302
Bermuda Grass,Cynodon dactylon,Victoria,100972 CURDIE VALE,-38.51825,142.86505,CURDIEVALE,3268
Bermuda Grass,Cynodon dactylon,Victoria,T3322400 Centre about 7 km S of WAYGARA,-37.80167,148.33472,NEWMERELLA,3886
Bermuda Grass,Cynodon dactylon,Victoria,"Wildwood Roadside Nature Reserve, Wildwood Wildwood Roadside Nature Reserve, near Wildwood Fire Station, Wildwood",-37.56477,144.79224,BULLA,3428
Bermuda Grass,Cynodon dactylon,Victoria,E1178000 Centre about 2 km S of SCORESBY,-37.91278,145.23333,SCORESBY BC,3176
Bermuda Grass,Cynodon dactylon,Victoria,"Donnybrook Road, Kalkallo Kalkallo",-37.5406,144.95111,ROXBURGH PARK,3064
Bermuda Grass,Cynodon dactylon,Victoria,T0249200 Centre about 2 km SW of TRUGANINA,-37.81778,144.70306,TRUGANINA,3029
Bermuda Grass,Cynodon dactylon,Victoria,500226 GLENTHOMPSON,-37.66964,142.51365,NAREEB,3293
Bermuda Grass,Cynodon dactylon,Victoria,"Ti-Tree Creek Wetland The area bounded by the Glasscocks Road to the south, Moondarra Drive to the north, and The Esplan",-38.069,145.32972,FOUNTAIN GATE,3805
Bermuda Grass,Cynodon dactylon,Victoria,"NE145_2 Located 170 m west of Griffiths Lane, off Sandy Creek Road, within a community recreation area.",-36.36527,147.12159,SANDY CREEK,3695
Bermuda Grass,Cynodon dactylon,Victoria,255 Camerons Rd Beveridge 255 Camerons Rd Beveridge,-37.46865,144.93782,BEVERIDGE,3753
Bermuda Grass,Cynodon dactylon,Victoria,501397 COLERAINE,-37.6493,141.677,MERINO,3310
Bermuda Grass,Cynodon dactylon,Victoria,Granite Hills Park 310W Gordon Street South Morang; access via Topaz Grove (Council property number 611079),-37.62242,145.07631,SOUTH MORANG,3752
Bermuda Grass,Cynodon dactylon,Victoria,E0422900 Centre about 3 km E of EXFORD,-37.74583,144.60194,STRATHTULLOH,3338
Bermuda Grass,Cynodon dactylon,Victoria,D3300100 Centre about 2 km SSE of CARAG CARAG,-36.48222,144.92278,STANHOPE SOUTH,3623
Bermuda Grass,Cynodon dactylon,Victoria,S0800000 Centre about 2 km W of YAPEEN,-37.13222,144.15861,VAUGHAN,3451
Bermuda Grass,Cynodon dactylon,Victoria,"Brisbane Creek, Beaconsfield Brisbane Creek (Paynes Road to confluence with Cardinia Creek)",-38.03354,145.3741,BEACONSFIELD,3807
Bermuda Grass,Cynodon dactylon,Victoria,malmsbury youth justice,-37.18745,144.39844,MALMSBURY,3446
Bermuda Grass,Cynodon dactylon,Victoria,9724 BALLYROGAN,-37.462,143.10862,BAYINDEEN,3375
Bermuda Grass,Cynodon dactylon,Victoria,"Martin Dillon Nature Reserve, Wildwood Martin Dillon Nature Reserve Wildwood Road, Wildwood, part of Hume Conservation R",-37.6096,144.80275,BULLA,3428
Bermuda Grass,Cynodon dactylon,Victoria,S2363800 Centre about 2 km N of RUSHWORTH,-36.57333,145.0125,MOORA,3612
Bermuda Grass,Cynodon dactylon,Victoria,KHK01G00 Centre about 7 km E of HATTAH,-34.75806,142.3525,TORRITA,3490
Bermuda Grass,Cynodon dactylon,Victoria,F0115000 Centre about 5 km E of MOOROOPNA NORTH,-36.33111,145.355,BRANDITT,3630
Bermuda Grass,Cynodon dactylon,Victoria,"925 Nepean Highway, Mornington - Biodiversity Assessment 925 Nepean Highway, Mornington",-38.22561,145.04945,MORNINGTON,3931
Bermuda Grass,Cynodon dactylon,Victoria,T3299500 Centre about 3 km SSW of BUCKLEY,-38.25694,144.06111,MORIAC,3240
Bermuda Grass,Cynodon dactylon,Victoria,F4153000 Centre about 1 km S of MURRINDAL,-37.42222,148.21056,W TREE,3885
Bermuda Grass,Cynodon dactylon,Victoria,"Hume Hwy, Craigiburn 650 Hume Hwy, Craigieburn",-37.5889,144.94444,ROXBURGH PARK,3064
Bermuda Grass,Cynodon dactylon,Victoria,T2539000 T2539000,-37.6678,144.8181,MELBOURNE AIRPORT,3045
Bermuda Grass,Cynodon dactylon,Victoria,12518142_Albion Albion,-37.76466,144.81522,SUNSHINE NORTH,3020
Bermuda Grass,Cynodon dactylon,Victoria,10397 GLENLYON,-37.27239,144.26132,CLYDESDALE,3461
Bermuda Grass,Cynodon dactylon,Victoria,1006390 BARONGAROOK,-38.43393,143.60173,IRREWILLIPE,3249
Bermuda Grass,Cynodon dactylon,Victoria,KWR07A00 Centre about 5 km SSE of ROBINVALE,-34.61694,142.80611,ROBINVALE IRRIGATION DISTRICT SECTION B,3549
Bermuda Grass,Cynodon dactylon,Victoria,E0284100 Centre about 1 km E of KEALBA,-37.73,144.83639,KEILOR EAST,3033
Bermuda Grass,Cynodon dactylon,Victoria,1036877A Centre about 3 km ENE of JIMMY CREEK,-37.36519,142.53468,MAFEKING,3379
Bermuda Grass,Cynodon dactylon,Victoria,TR1SOT4 Hattah-Kulkyne National Park- Raak track,-34.61148,142.41757,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,T2443400 Centre about 1 km SE of OFFICER,-38.06472,145.41611,OFFICER SOUTH,3809
Bermuda Grass,Cynodon dactylon,Victoria,E1186100 Centre about 2 km NNE of LEONGATHA,-38.46528,145.95028,MARDAN,3953
Bermuda Grass,Cynodon dactylon,Victoria,U7501300 Centre about 4 km NNE of UNDERA,-36.24722,145.24944,ARDMONA,3629
Bermuda Grass,Cynodon dactylon,Victoria,Beaconsfield train station,-38.05091,145.36583,BEACONSFIELD,3807
Bermuda Grass,Cynodon dactylon,Victoria,T0211200 Centre about 1 km SSE of YARRA GLEN,-37.66306,145.37667,YARRA GLEN,3775
Bermuda Grass,Cynodon dactylon,Victoria,B1886900 Centre about 2 km ESE of BRAESIDE,-37.99972,145.12639,MORDIALLOC NORTH,3195
Bermuda Grass,Cynodon dactylon,Victoria,T2537300 T2537300,-37.5867,144.7325,WILDWOOD,3429
Bermuda Grass,Cynodon dactylon,Victoria,Knox State Basketball Center Wantirna South,-37.88045,145.20755,WANTIRNA,3152
Bermuda Grass,Cynodon dactylon,Victoria,T2452900 Centre about 1 km S of MURRADOC,-38.19278,144.61222,CLIFTON SPRINGS,3222
Bermuda Grass,Cynodon dactylon,Victoria,E1314400 Centre about 2 km SE of YAN YEAN,-37.58306,145.12944,MERNDA,3754
Bermuda Grass,Cynodon dactylon,Victoria,K2098200 Centre about 5 km NW of IRAAK,-34.39694,142.31528,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,"BRC2 E97 500 m east of Turnbull-Woolami Rd, 3km NE of Kilcunda",-38.53906,145.50679,DALYSTON,3992
Bermuda Grass,Cynodon dactylon,Victoria,E1319800 Centre about 4 km ENE of CARRUM DOWNS,-38.08944,145.21778,SANDHURST,3977
Bermuda Grass,Cynodon dactylon,Victoria,"61 Monica Dve, Drouin 1.2km NW of Drouin",-38.125,145.85,DROUIN,3818
Bermuda Grass,Cynodon dactylon,Victoria,F0027600 Centre about 1 km WSW of FERNBANK,-37.87611,147.31139,THE FINGERBOARD,3864
Bermuda Grass,Cynodon dactylon,Victoria,T0014000 Centre about 1 km SSW of PLENTY,-37.67611,145.11139,PLENTY,3090
Bermuda Grass,Cynodon dactylon,Victoria,TR1SOT4 Hattah 1,-34.61116,142.41612,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,500215 DUNKELD,-37.63352,142.36933,MOUTAJUP,3294
Bermuda Grass,Cynodon dactylon,Victoria,13 Edward Street Upper Ferntree Gully,-37.89767,145.31663,TREMONT,3785
Bermuda Grass,Cynodon dactylon,Victoria,Hospital Creek 2km east of Tostaree along Princes Highway,-37.75227,148.21219,LAKE TYERS,3887
Bermuda Grass,Cynodon dactylon,Victoria,"FFSURVEYID 2659708 Sundarra, off the Murray Valley Highway, South Robinsvale.",-34.69124,142.88657,ANNUELLO,3549
Bermuda Grass,Cynodon dactylon,Victoria,S1112100 Centre about 6 km NNE of LAKE MARMAL,-36.10611,143.54556,JERUK,3527
Bermuda Grass,Cynodon dactylon,Victoria,BARUNAH PARK (582659) 3005 m from Wingeel 187 deg,-38.05524,143.85737,INVERLEIGH,3321
Bermuda Grass,Cynodon dactylon,Victoria,S0336500 Centre about 8 km SSW of KULKYNE,-34.67861,142.39806,NANGILOC,3494
Bermuda Grass,Cynodon dactylon,Victoria,650972 NATTE YALLOCK,-36.94142,143.47942,DALYENONG,3477
Bermuda Grass,Cynodon dactylon,Victoria,650361 SKIPTON,-37.63431,143.27396,BRADVALE,3361
Bermuda Grass,Cynodon dactylon,Victoria,110 Sutcliff Street Sea Lake 150m north of Sea Lake,-35.50278,142.85278,MYALL,3533
Bermuda Grass,Cynodon dactylon,Victoria,T2456100 Centre about 4 km ENE of SOMERTON,-37.6175,144.98444,WOLLERT,3750
Bermuda Grass,Cynodon dactylon,Victoria,Site20 Hattah-Kulkyne National Park lake system,-34.7762,142.45623,TORRITA,3490
Bermuda Grass,Cynodon dactylon,Victoria,T3274200 Centre about 2 km W of CHEROKEE,-37.39028,144.61806,MOUNT MACEDON,3441
Bermuda Grass,Cynodon dactylon,Victoria,TR3OFT2 Hattah 3,-34.75402,142.51257,ROBINVALE IRRIGATION DISTRICT SECTION C,3549
Bermuda Grass,Cynodon dactylon,Victoria,C0903500 Centre about 3 km NW of JERICHO,-37.63861,146.26944,JERICHO,3825
Bermuda Grass,Cynodon dactylon,Victoria,S1318900 Centre about 14 km NNW of PERONNE,-36.60389,141.29056,GOROKE,3412
Bermuda Grass,Cynodon dactylon,Victoria,"20 Martin Close, South Morang The study area includes the 1.8 hectare property at 20 Martin Close, South Morang, and adj",-37.62703,145.08159,SOUTH MORANG,3752
Bermuda Grass,Cynodon dactylon,Victoria,U7003900 Centre about 3 km E of BURRAMINE,-35.99833,145.94306,BURRAMINE,3730
Bermuda Grass,Cynodon dactylon,Victoria,E2251200 Centre about 1 km W of BRAESIDE,-37.99722,145.10139,MORDIALLOC NORTH,3195
Bermuda Grass,Cynodon dactylon,Victoria,574824A Centre about 1 km WNW of QUEENSFERRY,-38.41516,145.51799,GLEN FORBES,3990
Bermuda Grass,Cynodon dactylon,Victoria,WALP06 Wallpolla Island,-34.1187,141.71602,LINDSAY POINT,3496
Bermuda Grass,Cynodon dactylon,Victoria,S1439800 Centre about 4 km S of CHARTWELL,-37.83306,144.63083,MANOR LAKES,3024
